experiment_num,timestamp,soc_config,scheduler,workload_name,job_list,job_probabilities,ave_latency,average_concurrent_jobs,completed_jobs,cumulative_execution_time,data_colocated,data_forwarded,data_from_memory,deadlines_met,deadlines_missed,edp,execution_time,injected_jobs,memory_bandwidth,num_RELIEF_forwards,num_colocations,num_forwards,task_runtime_variance,time_moving_memory,total_energy
410,2025-12-04 14:38:26,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,GEDF_N,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
411,2025-12-04 14:38:27,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,GEDF_N,single_gru,"[[0,0,1,0,0]]",[],3771.0,1.0,1,3771.0,4653056,0,9502720,1,0,2.86,3771.0,1,5280,0,71,0,,0,0.000759
412,2025-12-04 14:38:27,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,GEDF_N,single_harris,"[[0,0,0,1,0]]",[],7057.0,1.0,1,7057.0,196608,507904,738172,1,0,12.94,7057.0,1,5280,0,3,8,,0,0.001834
413,2025-12-04 14:38:28,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,GEDF_N,single_lstm,"[[0,0,0,0,1]]",[],5342.0,1.0,1,5342.0,3080192,0,13172736,1,0,5.58,5342.0,1,5280,0,47,0,,0,0.001044
414,2025-12-04 14:38:29,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,GEDF_N,mixed_balanced,"[[1,1,1,1,1]]",[],13853.4,2.8,5,69267.0,8192000,966656,25644056,3,2,183.54,25898.0,5,5280,0,125,15,68262472,0,0.007087
415,2025-12-04 14:38:30,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,GEDF_N,mixed_vision_heavy,"[[2,2,0,2,0]]",[],28193.666667,3.0,6,169162.0,655360,2572288,5560368,0,6,840.68,57099.0,6,5280,0,10,40,226011473,0,0.014723
416,2025-12-04 14:38:31,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,GEDF_N,mixed_ml_heavy,"[[0,0,2,0,2]]",[],22162.5,2.5,4,88650.0,3276800,0,57540608,0,4,94.67,22217.0,4,5280,0,50,0,2076,0,0.004261
417,2025-12-04 14:38:32,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,HetSched,single_canny,"[[1,0,0,0,0]]",[],4085.0,1.0,1,4085.0,262144,507904,148144,1,0,4.41,4085.0,1,5280,0,4,8,,0,0.00108
418,2025-12-04 14:38:33,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,HetSched,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
419,2025-12-04 14:38:33,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,HetSched,single_gru,"[[0,0,1,0,0]]",[],2921.0,1.0,1,2921.0,7274496,0,6881280,1,0,1.8,2921.0,1,5280,0,111,0,,0,0.000617
420,2025-12-04 14:38:34,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,HetSched,single_harris,"[[0,0,0,1,0]]",[],7120.0,1.0,1,7120.0,262144,638976,541564,1,0,13.14,7120.0,1,5280,0,4,10,,0,0.001846
421,2025-12-04 14:38:34,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,HetSched,single_lstm,"[[0,0,0,0,1]]",[],4289.0,1.0,1,4289.0,5701632,0,10551296,1,0,3.72,4289.0,1,5280,0,87,0,,0,0.000866
422,2025-12-04 14:38:36,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,HetSched,mixed_balanced,"[[1,1,1,1,1]]",[],13110.8,2.8,5,65554.0,13172736,1163264,20466712,3,2,199.17,27074.0,5,5280,0,201,18,86260336,0,0.007356
423,2025-12-04 14:38:37,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,HetSched,mixed_vision_heavy,"[[2,2,0,2,0]]",[],27504.166667,3.0,6,165025.0,720896,2375680,5691440,1,5,811.74,55914.0,6,5280,0,11,37,299396645,0,0.014518
424,2025-12-04 14:38:38,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,HetSched,mixed_ml_heavy,"[[0,0,2,0,2]]",[],8905.25,2.5,4,35621.0,25493504,0,35323904,2,2,43.15,14514.0,4,5280,0,389,0,21913063,0,0.002973
425,2025-12-04 14:38:38,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,FCFS,single_canny,"[[1,0,0,0,0]]",[],4085.0,1.0,1,4085.0,262144,507904,148144,1,0,4.41,4085.0,1,5280,0,4,8,,0,0.00108
426,2025-12-04 14:38:39,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,FCFS,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
427,2025-12-04 14:38:39,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,FCFS,single_gru,"[[0,0,1,0,0]]",[],3590.0,1.0,1,3590.0,5636096,0,8519680,1,0,2.62,3590.0,1,5280,0,86,0,,0,0.000729
428,2025-12-04 14:38:40,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,FCFS,single_harris,"[[0,0,0,1,0]]",[],7120.0,1.0,1,7120.0,262144,638976,541564,1,0,13.14,7120.0,1,5280,0,4,10,,0,0.001846
429,2025-12-04 14:38:41,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,FCFS,single_lstm,"[[0,0,0,0,1]]",[],5037.0,1.0,1,5037.0,4128768,0,12124160,1,0,4.99,5037.0,1,5280,0,63,0,,0,0.000991
430,2025-12-04 14:38:42,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,FCFS,mixed_balanced,"[[1,1,1,1,1]]",[],12023.0,2.8,5,60115.0,9764864,1490944,23546904,4,1,181.52,25700.0,5,5280,0,149,23,56031877,0,0.007063
431,2025-12-04 14:38:43,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,FCFS,mixed_vision_heavy,"[[2,2,0,2,0]]",[],25343.833333,3.0,6,152063.0,917504,2179072,5691440,2,4,755.82,53740.0,6,5280,0,14,34,365727176,0,0.014064
432,2025-12-04 14:38:44,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,FCFS,mixed_ml_heavy,"[[0,0,2,0,2]]",[],20508.0,2.5,4,82032.0,5242880,0,55574528,0,4,91.92,21867.0,4,5280,0,80,0,2393660,0,0.004204
433,2025-12-04 14:38:44,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,RELIEF,single_canny,"[[1,0,0,0,0]]",[],4020.0,1.0,1,4020.0,327680,573440,17072,1,0,4.3,4020.0,1,5280,11,5,9,,0,0.00107
434,2025-12-04 14:38:45,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,RELIEF,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,22,0,26,,0,0.004425
435,2025-12-04 14:38:46,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,RELIEF,single_gru,"[[0,0,1,0,0]]",[],2023.0,1.0,1,2023.0,7274496,2031616,4849664,1,0,0.94,2023.0,1,5280,120,111,31,,0,0.000466
436,2025-12-04 14:38:46,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,RELIEF,single_harris,"[[0,0,0,1,0]]",[],6896.0,1.0,1,6896.0,262144,638976,541564,1,0,12.48,6896.0,1,5280,14,4,10,,0,0.00181
437,2025-12-04 14:38:47,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,RELIEF,single_lstm,"[[0,0,0,0,1]]",[],2543.0,1.0,1,2543.0,6291456,4128768,5832704,1,0,1.46,2543.0,1,5280,144,96,63,,0,0.000575
438,2025-12-04 14:38:48,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,RELIEF,mixed_balanced,"[[1,1,1,1,1]]",[],14913.8,2.8,5,74569.0,14483456,7323648,12995608,2,3,209.35,27861.0,5,5280,298,221,112,125522793,0,0.007514
439,2025-12-04 14:38:49,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,RELIEF,mixed_vision_heavy,"[[2,2,0,2,0]]",[],23930.666667,3.0,6,143584.0,917504,3358720,4511792,2,4,756.61,53618.0,6,5280,75,14,52,286811334,0,0.014111
440,2025-12-04 14:38:50,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,RELIEF,mixed_ml_heavy,"[[0,0,2,0,2]]",[],14942.25,2.5,4,59769.0,21823488,2490368,36503552,0,4,45.61,14965.0,4,5280,364,333,38,500,0,0.003048
441,2025-12-04 14:38:51,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,LL,single_canny,"[[1,0,0,0,0]]",[],4020.0,1.0,1,4020.0,327680,573440,17072,1,0,4.3,4020.0,1,5280,0,5,9,,0,0.00107
442,2025-12-04 14:38:52,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,LL,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
443,2025-12-04 14:38:52,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,LL,single_gru,"[[0,0,1,0,0]]",[],2023.0,1.0,1,2023.0,7274496,2031616,4849664,1,0,0.94,2023.0,1,5280,0,111,31,,0,0.000466
444,2025-12-04 14:38:53,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,LL,single_harris,"[[0,0,0,1,0]]",[],6896.0,1.0,1,6896.0,262144,638976,541564,1,0,12.48,6896.0,1,5280,0,4,10,,0,0.00181
445,2025-12-04 14:38:53,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,LL,single_lstm,"[[0,0,0,0,1]]",[],2543.0,1.0,1,2543.0,6291456,4128768,5832704,1,0,1.46,2543.0,1,5280,0,96,63,,0,0.000575
446,2025-12-04 14:38:54,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,LL,mixed_balanced,"[[1,1,1,1,1]]",[],14827.2,2.8,5,74136.0,14221312,7323648,13257752,2,3,204.7,27642.0,5,5280,0,217,112,124974451,0,0.007405
447,2025-12-04 14:38:56,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,LL,mixed_vision_heavy,"[[2,2,0,2,0]]",[],27497.5,3.0,6,164985.0,786432,2637824,5363760,0,6,802.3,55425.0,6,5280,0,12,41,165897975,0,0.014475
448,2025-12-04 14:38:57,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,LL,mixed_ml_heavy,"[[0,0,2,0,2]]",[],31903.5,2.5,4,127614.0,8454144,1769472,50593792,0,4,187.95,31927.0,4,5280,0,129,27,881,0,0.005887
449,2025-12-04 14:38:58,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,GEDF_D,single_canny,"[[1,0,0,0,0]]",[],4061.0,1.0,1,4061.0,262144,573440,82608,1,0,4.37,4061.0,1,5280,0,4,9,,0,0.001077
450,2025-12-04 14:38:58,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,GEDF_D,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
451,2025-12-04 14:38:59,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,GEDF_D,single_gru,"[[0,0,1,0,0]]",[],2390.0,1.0,1,2390.0,6619136,1638400,5898240,1,0,1.26,2390.0,1,5280,0,101,25,,0,0.000528
452,2025-12-04 14:38:59,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,GEDF_D,single_harris,"[[0,0,0,1,0]]",[],6897.0,1.0,1,6897.0,196608,638976,607100,1,0,12.48,6897.0,1,5280,0,3,10,,0,0.00181
453,2025-12-04 14:39:00,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,GEDF_D,single_lstm,"[[0,0,0,0,1]]",[],1832.0,1.0,1,1832.0,6881280,4063232,5308416,1,0,0.84,1832.0,1,5280,0,105,62,,0,0.000456
454,2025-12-04 14:39:01,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,GEDF_D,mixed_balanced,"[[1,1,1,1,1]]",[],11583.4,2.8,5,57917.0,13434880,9420800,15092760,4,1,192.49,26464.0,5,5280,0,205,144,84045451,0,0.007274
455,2025-12-04 14:39:02,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,GEDF_D,mixed_vision_heavy,"[[2,2,0,2,0]]",[],25996.333333,3.0,6,155978.0,786432,2768896,5232688,2,4,785.25,54868.0,6,5280,0,12,43,380404019,0,0.014312
456,2025-12-04 14:39:04,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,GEDF_D,mixed_ml_heavy,"[[0,0,2,0,2]]",[],33745.75,2.5,4,134983.0,6291456,3735552,50790400,0,4,215.25,34270.0,4,5280,0,96,57,330286,0,0.006281
457,2025-12-04 14:39:04,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,GEDF_N,single_canny,"[[1,0,0,0,0]]",[],4020.0,1.0,1,4020.0,327680,573440,17072,1,0,4.3,4020.0,1,5280,0,5,9,,0,0.00107
458,2025-12-04 14:39:05,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,GEDF_N,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
459,2025-12-04 14:39:05,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,GEDF_N,single_gru,"[[0,0,1,0,0]]",[],2023.0,1.0,1,2023.0,7274496,2031616,4849664,1,0,0.94,2023.0,1,5280,0,111,31,,0,0.000466
460,2025-12-04 14:39:06,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,GEDF_N,single_harris,"[[0,0,0,1,0]]",[],6896.0,1.0,1,6896.0,262144,638976,541564,1,0,12.48,6896.0,1,5280,0,4,10,,0,0.00181
461,2025-12-04 14:39:07,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,GEDF_N,single_lstm,"[[0,0,0,0,1]]",[],2543.0,1.0,1,2543.0,6291456,4128768,5832704,1,0,1.46,2543.0,1,5280,0,96,63,,0,0.000575
462,2025-12-04 14:39:08,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,GEDF_N,mixed_balanced,"[[1,1,1,1,1]]",[],12355.0,2.8,5,61775.0,13893632,9027584,15027224,3,2,172.09,25023.0,5,5280,0,212,138,92863330,0,0.006877
463,2025-12-04 14:39:09,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,GEDF_N,mixed_vision_heavy,"[[2,2,0,2,0]]",[],28111.666667,3.0,6,168670.0,786432,2834432,5167152,0,6,836.18,56910.0,6,5280,0,12,44,226656610,0,0.014693
464,2025-12-04 14:39:10,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,GEDF_N,mixed_ml_heavy,"[[0,0,2,0,2]]",[],31808.0,2.5,4,127232.0,9109504,2621440,49086464,0,4,187.15,31857.0,4,5280,0,139,40,2336,0,0.005875
465,2025-12-04 14:39:11,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,HetSched,single_canny,"[[1,0,0,0,0]]",[],4061.0,1.0,1,4061.0,262144,573440,82608,1,0,4.37,4061.0,1,5280,0,4,9,,0,0.001077
466,2025-12-04 14:39:12,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,HetSched,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
467,2025-12-04 14:39:12,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,HetSched,single_gru,"[[0,0,1,0,0]]",[],2398.0,1.0,1,2398.0,6750208,1507328,5898240,1,0,1.27,2398.0,1,5280,0,103,23,,0,0.000528
468,2025-12-04 14:39:13,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,HetSched,single_harris,"[[0,0,0,1,0]]",[],6897.0,1.0,1,6897.0,196608,638976,607100,1,0,12.48,6897.0,1,5280,0,3,10,,0,0.00181
469,2025-12-04 14:39:13,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,HetSched,single_lstm,"[[0,0,0,0,1]]",[],2128.0,1.0,1,2128.0,6684672,3735552,5832704,1,0,1.07,2128.0,1,5280,0,102,57,,0,0.000504
470,2025-12-04 14:39:14,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,HetSched,mixed_balanced,"[[1,1,1,1,1]]",[],13252.2,2.8,5,66261.0,13238272,6668288,14896152,3,2,196.5,26801.0,5,5280,0,202,102,105013466,0,0.007332
471,2025-12-04 14:39:16,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,HetSched,mixed_vision_heavy,"[[2,2,0,2,0]]",[],26870.166667,3.0,6,161221.0,589824,2834432,5363760,1,5,772.45,54264.0,6,5280,0,9,44,279225986,0,0.014235
472,2025-12-04 14:39:16,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,HetSched,mixed_ml_heavy,"[[0,0,2,0,2]]",[],9947.5,2.5,4,39790.0,25100288,4718592,30998528,0,4,27.68,11339.0,4,5280,0,383,72,2086014,0,0.002441
473,2025-12-04 14:39:17,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,FCFS,single_canny,"[[1,0,0,0,0]]",[],4061.0,1.0,1,4061.0,262144,573440,82608,1,0,4.37,4061.0,1,5280,0,4,9,,0,0.001077
474,2025-12-04 14:39:18,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,FCFS,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
475,2025-12-04 14:39:18,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,FCFS,single_gru,"[[0,0,1,0,0]]",[],2390.0,1.0,1,2390.0,6619136,1638400,5898240,1,0,1.26,2390.0,1,5280,0,101,25,,0,0.000528
476,2025-12-04 14:39:19,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,FCFS,single_harris,"[[0,0,0,1,0]]",[],6897.0,1.0,1,6897.0,196608,638976,607100,1,0,12.48,6897.0,1,5280,0,3,10,,0,0.00181
477,2025-12-04 14:39:19,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,FCFS,single_lstm,"[[0,0,0,0,1]]",[],1832.0,1.0,1,1832.0,6881280,4063232,5308416,1,0,0.84,1832.0,1,5280,0,105,62,,0,0.000456
478,2025-12-04 14:39:21,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,FCFS,mixed_balanced,"[[1,1,1,1,1]]",[],11113.4,2.8,5,55567.0,13303808,9158656,15485976,4,1,183.96,25759.0,5,5280,0,203,140,78797301,0,0.007141
479,2025-12-04 14:39:22,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,FCFS,mixed_vision_heavy,"[[2,2,0,2,0]]",[],25996.333333,3.0,6,155978.0,786432,2768896,5232688,2,4,785.25,54868.0,6,5280,0,12,43,380404019,0,0.014312
480,2025-12-04 14:39:23,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,FCFS,mixed_ml_heavy,"[[0,0,2,0,2]]",[],33745.75,2.5,4,134983.0,6291456,3735552,50790400,0,4,215.25,34270.0,4,5280,0,96,57,330286,0,0.006281
